"fecha";"Run Fondo";"serie";"periodo";"rent"
2023-05-22;"8257";APV;"3M";"1.34%"
2023-05-22;"8257";APV;"6M";-12.35%
2023-05-22;"8257";APV;"1Y";-0.60%
2023-05-22;"8257";APV;YTD;-4.65%
2023-05-23;"8257";APV;"1M";"1.15%"
2023-05-23;"8257";APV;"3M";"1.08%"
2023-05-23;"8257";APV;"6M";-11.17%
2023-05-23;"8257";APV;"1Y";"0.07%"
2023-05-23;"8257";APV;YTD;-4.46%
2023-05-24;"8257";APV;"1M";-0.28%
2023-05-24;"8257";APV;"3M";"0.05%"
2023-05-24;"8257";APV;"6M";-9.11%
2023-05-24;"8257";APV;"1Y";"0.47%"
2023-05-24;"8257";APV;YTD;-3.58%
2023-05-25;"8257";APV;"1M";-0.15%
2023-05-25;"8257";APV;"3M";"0.07%"
2023-05-25;"8257";APV;"6M";-9.47%
2023-05-25;"8257";APV;"1Y";"0.33%"
2023-05-25;"8257";APV;YTD;-3.54%
2023-05-26;"8257";APV;"1M";"0.28%"
2023-05-26;"8257";APV;"3M";-0.56%
2023-05-26;"8257";APV;"6M";-10.04%
2023-05-26;"8257";APV;"1Y";"0.41%"
2023-05-26;"8257";APV;YTD;-4.14%
2023-05-27;"8257";APV;"1M";"0.73%"
2023-05-27;"8257";APV;"3M";-2.06%
2023-05-27;"8257";APV;"6M";-10.04%
2023-05-27;"8257";APV;"1Y";"1.32%"
2023-05-27;"8257";APV;YTD;-4.12%
2023-05-28;"8257";APV;"1M";"0.52%"
2023-05-28;"8257";APV;"3M";-1.91%
2023-05-28;"8257";APV;"6M";-10.09%
2023-05-28;"8257";APV;"1Y";"1.33%"
2023-05-28;"8257";APV;YTD;-4.11%
2023-05-29;"8257";APV;"1M";"0.27%"
2023-05-29;"8257";APV;"3M";-2.14%
2023-05-29;"8257";APV;"6M";-9.25%
2023-05-29;"8257";APV;"1Y";"1.09%"
2023-05-29;"8257";APV;YTD;-4.33%
2023-05-30;"8257";APV;"1M";"0.50%"
2023-05-30;"8257";APV;"3M";-1.91%
2023-05-30;"8257";APV;"6M";-7.94%
2023-05-30;"8257";APV;"1Y";"0.84%"
2023-05-30;"8257";APV;YTD;-4.10%
2023-05-31;"8257";APV;"1M";"1.47%"
2023-05-31;"8257";APV;"3M";-0.96%
2023-05-31;"8257";APV;"6M";-7.05%
2023-05-31;"8257";APV;"1Y";"2.05%"
2023-05-31;"8257";APV;YTD;-3.18%
2023-06-01;"8257";APV;"1M";"0.60%"
2023-06-01;"8257";APV;"3M";-0.04%
2023-06-01;"8257";APV;"6M";-6.91%
2023-06-01;"8257";APV;"1Y";"1.07%"
2023-06-01;"8257";APV;YTD;-4.00%
2023-06-02;"8257";APV;"1M";-0.90%
2023-06-02;"8257";APV;"3M";-0.78%
2023-06-02;"8257";APV;"6M";-7.26%
2023-06-02;"8257";APV;"1Y";"1.44%"
2023-06-02;"8257";APV;YTD;-4.78%
2023-06-03;"8257";APV;"1M";-0.57%
2023-06-03;"8257";APV;"3M";-0.08%
2023-06-03;"8257";APV;"6M";-7.26%
2023-06-03;"8257";APV;"1Y";"1.73%"
2023-06-03;"8257";APV;YTD;-4.76%
2023-06-04;"8257";APV;"1M";"0.11%"
2023-06-04;"8257";APV;"3M";-0.08%
2023-06-04;"8257";APV;"6M";-7.26%
2023-06-04;"8257";APV;"1Y";"1.74%"
2023-06-04;"8257";APV;YTD;-4.75%
2023-06-05;"8257";APV;"1M";"0.72%"
2023-06-05;"8257";APV;"3M";-0.11%
2023-06-05;"8257";APV;"6M";-7.74%
2023-06-05;"8257";APV;"1Y";"1.72%"
2023-06-05;"8257";APV;YTD;-4.76%
2023-06-06;"8257";APV;"1M";"0.73%"
2023-06-06;"8257";APV;"3M";"0.63%"
2023-06-06;"8257";APV;"6M";-7.58%
2023-06-06;"8257";APV;"1Y";"1.17%"
2023-06-06;"8257";APV;YTD;-4.74%
2023-06-07;"8257";APV;"1M";"0.18%"
2023-06-07;"8257";APV;"3M";"0.69%"
2023-06-07;"8257";APV;"6M";-7.43%
2023-06-07;"8257";APV;"1Y";-0.70%
2023-06-07;"8257";APV;YTD;-5.25%
2023-06-08;"8257";APV;"1M";"0.10%"
2023-06-08;"8257";APV;"3M";-0.24%
2023-06-08;"8257";APV;"6M";-7.75%
2023-06-08;"8257";APV;"1Y";-0.15%
2023-06-08;"8257";APV;YTD;-5.56%
2023-06-09;"8257";APV;"1M";-0.23%
2023-06-09;"8257";APV;"3M";-0.44%
2023-06-09;"8257";APV;"6M";-6.34%
2023-06-09;"8257";APV;"1Y";-1.25%
2023-06-09;"8257";APV;YTD;-5.97%
2023-06-10;"8257";APV;"1M";"0.32%"
2023-06-10;"8257";APV;"3M";"0.02%"
2023-06-10;"8257";APV;"6M";-6.34%
2023-06-10;"8257";APV;"1Y";-2.59%
2023-06-10;"8257";APV;YTD;-5.96%
2023-06-11;"8257";APV;"1M";-0.72%
2023-06-11;"8257";APV;"3M";"0.02%"
2023-06-11;"8257";APV;"6M";-6.34%
2023-06-11;"8257";APV;"1Y";-2.57%
2023-06-11;"8257";APV;YTD;-5.94%
2023-06-12;"8257";APV;"1M";"2.97%"
2023-06-12;"8257";APV;"3M";"2.52%"
2023-06-12;"8257";APV;"6M";-3.83%
2023-06-12;"8257";APV;"1Y";-0.13%
2023-06-12;"8257";APV;YTD;-3.58%
2023-06-13;"8257";APV;"1M";"2.66%"
2023-06-13;"8257";APV;"3M";"1.45%"
2023-06-13;"8257";APV;"6M";-3.90%
2023-06-13;"8257";APV;"1Y";-3.28%
2023-06-13;"8257";APV;YTD;-3.86%
2023-06-14;"8257";APV;"1M";"2.11%"
2023-06-14;"8257";APV;"3M";"1.22%"
2023-06-14;"8257";APV;"6M";-4.94%
2023-06-14;"8257";APV;"1Y";-4.16%
2023-06-14;"8257";APV;YTD;-4.36%
2023-06-15;"8257";APV;"1M";"2.18%"
2023-06-15;"8257";APV;"3M";-1.24%
2023-06-15;"8257";APV;"6M";-6.69%
2023-06-15;"8257";APV;"1Y";-4.21%
2023-06-15;"8257";APV;YTD;-4.72%
2023-06-16;"8257";APV;"1M";"0.30%"
2023-06-16;"8257";APV;"3M";-2.55%
2023-06-16;"8257";APV;"6M";-8.20%
2023-06-16;"8257";APV;"1Y";-5.26%
2023-06-16;"8257";APV;YTD;-5.14%
2023-06-17;"8257";APV;"1M";-0.05%
2023-06-17;"8257";APV;"3M";-3.25%
2023-06-17;"8257";APV;"6M";-8.20%
2023-06-17;"8257";APV;"1Y";-5.90%
2023-06-17;"8257";APV;YTD;-5.13%
2023-06-18;"8257";APV;"1M";"0.10%"
2023-06-18;"8257";APV;"3M";-3.25%
2023-06-18;"8257";APV;"6M";-8.20%
2023-06-18;"8257";APV;"1Y";-5.89%
2023-06-18;"8257";APV;YTD;-5.11%
2023-06-19;"8257";APV;"1M";"0.26%"
2023-06-19;"8257";APV;"3M";-2.97%
2023-06-19;"8257";APV;"6M";-8.17%
2023-06-19;"8257";APV;"1Y";-5.61%
2023-06-19;"8257";APV;YTD;-4.83%
2023-06-20;"8257";APV;"1M";"1.06%"
2023-06-20;"8257";APV;"3M";-1.70%
2023-06-20;"8257";APV;"6M";-7.59%
2023-06-20;"8257";APV;"1Y";-5.41%
2023-06-20;"8257";APV;YTD;-4.06%
2023-06-21;"8257";APV;"1M";"1.06%"
2023-06-21;"8257";APV;"3M";-1.12%
2023-06-21;"8257";APV;"6M";-6.52%
2023-06-21;"8257";APV;"1Y";-5.40%
2023-06-21;"8257";APV;YTD;-4.05%
2023-06-22;"8257";APV;"1M";"1.04%"
2023-06-22;"8257";APV;"3M";-0.40%
2023-06-22;"8257";APV;"6M";-4.81%
2023-06-22;"8257";APV;"1Y";-5.65%
2023-06-22;"8257";APV;YTD;-3.66%
2023-06-23;"8257";APV;"1M";"1.25%"
2023-06-23;"8257";APV;"3M";"1.67%"
2023-06-23;"8257";APV;"6M";-5.43%
2023-06-23;"8257";APV;"1Y";-6.55%
2023-06-23;"8257";APV;YTD;-3.27%
2023-06-24;"8257";APV;"1M";"0.33%"
2023-06-24;"8257";APV;"3M";"0.89%"
2023-06-24;"8257";APV;"6M";-5.43%
2023-06-24;"8257";APV;"1Y";-7.84%
2023-06-24;"8257";APV;YTD;-3.26%
2023-06-25;"8257";APV;"1M";"0.31%"
2023-06-25;"8257";APV;"3M";"0.89%"
2023-06-25;"8257";APV;"6M";-5.43%
2023-06-25;"8257";APV;"1Y";-7.83%
2023-06-25;"8257";APV;YTD;-3.24%
2023-06-26;"8257";APV;"1M";"0.95%"
2023-06-26;"8257";APV;"3M";"0.89%"
2023-06-26;"8257";APV;"6M";-5.75%
2023-06-26;"8257";APV;"1Y";-7.82%
2023-06-26;"8257";APV;YTD;-3.23%
2023-06-27;"8257";APV;"1M";-0.04%
2023-06-27;"8257";APV;"3M";"0.52%"
2023-06-27;"8257";APV;"6M";-6.41%
2023-06-27;"8257";APV;"1Y";-8.71%
2023-06-27;"8257";APV;YTD;-4.16%
2023-06-28;"8257";APV;"1M";"0.03%"
2023-06-28;"8257";APV;"3M";"1.44%"
2023-06-28;"8257";APV;"6M";-4.15%
2023-06-28;"8257";APV;"1Y";-8.01%
2023-06-28;"8257";APV;YTD;-4.08%
2023-06-29;"8257";APV;"1M";"0.50%"
2023-06-29;"8257";APV;"3M";"2.65%"
2023-06-29;"8257";APV;"6M";-4.25%
2023-06-29;"8257";APV;"1Y";-9.26%
2023-06-29;"8257";APV;YTD;-3.85%
2023-06-30;"8257";APV;"1M";"0.15%"
2023-06-30;"8257";APV;"3M";"2.89%"
2023-06-30;"8257";APV;"6M";-3.96%
2023-06-30;"8257";APV;"1Y";-10.55%
2023-06-30;"8257";APV;YTD;-3.96%
2023-07-01;"8257";APV;"1M";"0.05%"
2023-07-01;"8257";APV;"3M";"2.73%"
2023-07-01;"8257";APV;"6M";-3.97%
2023-07-01;"8257";APV;"1Y";-10.77%
2023-07-01;"8257";APV;YTD;-3.95%
2023-07-02;"8257";APV;"1M";"0.89%"
2023-07-02;"8257";APV;"3M";"2.73%"
2023-07-02;"8257";APV;"6M";-3.97%
2023-07-02;"8257";APV;"1Y";-10.76%
2023-07-02;"8257";APV;YTD;-3.93%
2023-07-03;"8257";APV;"1M";"0.59%"
2023-07-03;"8257";APV;"3M";"1.04%"
2023-07-03;"8257";APV;"6M";-3.84%
2023-07-03;"8257";APV;"1Y";-11.02%
2023-07-03;"8257";APV;YTD;-4.20%
2023-07-04;"8257";APV;"1M";"0.23%"
2023-07-04;"8257";APV;"3M";-0.48%
2023-07-04;"8257";APV;"6M";-4.51%
2023-07-04;"8257";APV;"1Y";-10.65%
2023-07-04;"8257";APV;YTD;-4.53%
2023-07-05;"8257";APV;"1M";"0.44%"
2023-07-05;"8257";APV;"3M";-0.25%
2023-07-05;"8257";APV;"6M";-4.47%
2023-07-05;"8257";APV;"1Y";-12.46%
2023-07-05;"8257";APV;YTD;-4.35%
2023-07-06;"8257";APV;"1M";"1.27%"
2023-07-06;"8257";APV;"3M";"0.03%"
2023-07-06;"8257";APV;"6M";-2.55%
2023-07-06;"8257";APV;"1Y";-13.92%
2023-07-06;"8257";APV;YTD;-3.54%
2023-07-07;"8257";APV;"1M";"2.07%"
2023-07-07;"8257";APV;"3M";"0.28%"
2023-07-07;"8257";APV;"6M";-2.30%
2023-07-07;"8257";APV;"1Y";-12.53%
2023-07-07;"8257";APV;YTD;-3.28%
2023-07-08;"8257";APV;"1M";"2.43%"
2023-07-08;"8257";APV;"3M";"0.28%"
2023-07-08;"8257";APV;"6M";-2.30%
2023-07-08;"8257";APV;"1Y";-13.16%
2023-07-08;"8257";APV;YTD;-3.27%
2023-07-09;"8257";APV;"1M";"2.89%"
2023-07-09;"8257";APV;"3M";"0.28%"
2023-07-09;"8257";APV;"6M";-1.23%
2023-07-09;"8257";APV;"1Y";-13.15%
2023-07-09;"8257";APV;YTD;-3.25%
2023-07-10;"8257";APV;"1M";"3.59%"
2023-07-10;"8257";APV;"3M";"0.12%"
2023-07-10;"8257";APV;"6M";-0.15%
2023-07-10;"8257";APV;"1Y";-12.55%
2023-07-10;"8257";APV;YTD;-2.58%
2023-07-11;"8257";APV;"1M";"4.20%"
2023-07-11;"8257";APV;"3M";"1.92%"
2023-07-11;"8257";APV;"6M";"1.43%"
2023-07-11;"8257";APV;"1Y";-14.08%
2023-07-11;"8257";APV;YTD;-1.99%
2023-07-12;"8257";APV;"1M";"0.97%"
2023-07-12;"8257";APV;"3M";"2.34%"
2023-07-12;"8257";APV;"6M";"1.15%"
2023-07-12;"8257";APV;"1Y";-16.25%
2023-07-12;"8257";APV;YTD;-2.64%
2023-07-13;"8257";APV;"1M";"0.95%"
2023-07-13;"8257";APV;"3M";"2.92%"
2023-07-13;"8257";APV;"6M";"0.58%"
2023-07-13;"8257";APV;"1Y";-16.63%
2023-07-13;"8257";APV;YTD;-2.95%
2023-07-14;"8257";APV;"1M";"2.10%"
2023-07-14;"8257";APV;"3M";"3.34%"
2023-07-14;"8257";APV;"6M";"1.18%"
2023-07-14;"8257";APV;"1Y";-18.76%
2023-07-14;"8257";APV;YTD;-2.35%
2023-07-15;"8257";APV;"1M";"2.50%"
2023-07-15;"8257";APV;"3M";"3.34%"
2023-07-15;"8257";APV;"6M";"1.18%"
2023-07-15;"8257";APV;"1Y";-14.25%
2023-07-15;"8257";APV;YTD;-2.34%
2023-07-16;"8257";APV;"1M";"2.97%"
2023-07-16;"8257";APV;"3M";"3.34%"
2023-07-16;"8257";APV;"6M";"1.52%"
2023-07-16;"8257";APV;"1Y";-14.24%
2023-07-16;"8257";APV;YTD;-2.33%
2023-07-17;"8257";APV;"1M";"3.90%"
2023-07-17;"8257";APV;"3M";"3.76%"
2023-07-17;"8257";APV;"6M";"2.52%"
2023-07-17;"8257";APV;"1Y";-13.46%
2023-07-17;"8257";APV;YTD;-1.43%
2023-07-18;"8257";APV;"1M";"3.24%"
2023-07-18;"8257";APV;"3M";"3.88%"
2023-07-18;"8257";APV;"6M";"2.93%"
2023-07-18;"8257";APV;"1Y";-9.67%
2023-07-18;"8257";APV;YTD;-2.04%
2023-07-19;"8257";APV;"1M";"2.42%"
2023-07-19;"8257";APV;"3M";"3.13%"
2023-07-19;"8257";APV;"6M";"0.40%"
2023-07-19;"8257";APV;"1Y";-9.05%
2023-07-19;"8257";APV;YTD;-2.52%
2023-07-20;"8257";APV;"1M";"1.14%"
2023-07-20;"8257";APV;"3M";"3.34%"
2023-07-20;"8257";APV;"6M";"0.87%"
2023-07-20;"8257";APV;"1Y";-8.49%
2023-07-20;"8257";APV;YTD;-2.97%
2023-07-21;"8257";APV;"1M";"2.94%"
2023-07-21;"8257";APV;"3M";"4.60%"
2023-07-21;"8257";APV;"6M";"2.66%"
2023-07-21;"8257";APV;"1Y";-7.62%
2023-07-21;"8257";APV;YTD;-1.23%
2023-07-22;"8257";APV;"1M";"2.54%"
2023-07-22;"8257";APV;"3M";"4.60%"
2023-07-22;"8257";APV;"6M";"2.66%"
2023-07-22;"8257";APV;"1Y";-8.14%
2023-07-22;"8257";APV;YTD;-1.22%
2023-07-23;"8257";APV;"1M";"2.14%"
2023-07-23;"8257";APV;"3M";"4.60%"
2023-07-23;"8257";APV;"6M";"3.53%"
2023-07-23;"8257";APV;"1Y";-8.13%
2023-07-23;"8257";APV;YTD;-1.20%
2023-07-24;"8257";APV;"1M";"2.78%"
2023-07-24;"8257";APV;"3M";"2.83%"
2023-07-24;"8257";APV;"6M";"5.30%"
2023-07-24;"8257";APV;"1Y";-7.54%
2023-07-24;"8257";APV;YTD;-0.57%
2023-07-25;"8257";APV;"1M";"3.00%"
2023-07-25;"8257";APV;"3M";"3.16%"
2023-07-25;"8257";APV;"6M";"5.76%"
2023-07-25;"8257";APV;"1Y";-8.14%
2023-07-25;"8257";APV;YTD;-0.34%
2023-07-26;"8257";APV;"1M";"2.62%"
2023-07-26;"8257";APV;"3M";"3.88%"
2023-07-26;"8257";APV;"6M";"5.51%"
2023-07-26;"8257";APV;"1Y";-6.59%
2023-07-26;"8257";APV;YTD;-0.70%
2023-07-27;"8257";APV;"1M";"3.66%"
2023-07-27;"8257";APV;"3M";"4.38%"
2023-07-27;"8257";APV;"6M";"5.47%"
2023-07-27;"8257";APV;"1Y";-6.40%
2023-07-27;"8257";APV;YTD;-0.66%
2023-07-28;"8257";APV;"1M";"3.81%"
2023-07-28;"8257";APV;"3M";"4.39%"
2023-07-28;"8257";APV;"6M";"5.70%"
2023-07-28;"8257";APV;"1Y";-5.25%
2023-07-28;"8257";APV;YTD;-0.42%
2023-07-29;"8257";APV;"1M";"3.58%"
2023-07-29;"8257";APV;"3M";"4.39%"
2023-07-29;"8257";APV;"6M";"5.70%"
2023-07-29;"8257";APV;"1Y";-4.58%
2023-07-29;"8257";APV;YTD;-0.41%
2023-07-30;"8257";APV;"1M";"3.71%"
2023-07-30;"8257";APV;"3M";"4.39%"
2023-07-30;"8257";APV;"6M";"4.76%"
2023-07-30;"8257";APV;"1Y";-4.57%
2023-07-30;"8257";APV;YTD;-0.39%
2023-07-31;"8257";APV;"1M";"5.34%"
2023-07-31;"8257";APV;"3M";"6.03%"
2023-07-31;"8257";APV;"6M";"7.20%"
2023-07-31;"8257";APV;"1Y";-3.08%
2023-07-31;"8257";APV;YTD;"1.17%"
