"fecha";"Run Fondo";"nombre_fondo";"nemo_instr";"rut_emisor";"dig_ver_emi";"cod_pais_emi";"tipo_instr";"fecha_venc";"sit_instr";"clas_ries";"cod_gr_emp";"cant_un";"tipo_un";"tir";"valor_par";"valor_rel";"cod_valor";"base_tasa";"tipo_int";"valor_cierre";"cod_mon_liq";"cod_pais_tra";"porc_cap_emi";"porc_tot_act";"porc_act_fon"
2023-01-01;"8230";MARKET DOLAR;F*BNS-230323;"97018000";"1";CL   ;DPC;2023-03-23;1;N-1;32;1730647222;PROM;5.5;;;1;360;NL;17175;PROM;CL;0.0;0.0;1.278
2023-01-01;"8230";MARKET DOLAR;F*HSB-150323;"97951000";"4";CL   ;DPC;2023-03-15;1;N-1;0;20000000;PROM;5.1;;;1;360;NL;19882;PROM;CL;0.0;0.001;1.48
2023-01-01;"8230";MARKET DOLAR;F*INT-230623;"97011000";"3";CL   ;DPC;2023-06-23;1;N-1;136;2052333333;PROM;6.0;;;1;360;NL;20049;PROM;CL;0.0;0.0;1.492
2023-01-01;"8230";MARKET DOLAR;F*SEC-060323;"97053000";"2";CL   ;DPC;2023-03-06;1;N-1;35;1634533333;PROM;4.2;;;1;360;NL;16283;PROM;CL;0.0;0.0;1.212
2023-01-01;"8230";MARKET DOLAR;F*SEC-010323;"97053000";"2";CL   ;DPC;2023-03-01;1;N-1;35;16336000;PROM;4.2;;;1;360;NL;16283;PROM;CL;0.0;0.0;1.212
2023-01-01;"8230";MARKET DOLAR;F*SEC-070223;"97053000";"2";CL   ;DPC;2023-02-07;1;N-1;35;15210000;PROM;4.0;;;1;360;NL;15200;PROM;CL;0.0;0.0;1.131
2023-01-01;"8230";MARKET DOLAR;F*SEC-060223;"97053000";"2";CL   ;DPC;2023-02-06;1;N-1;35;1520833333;PROM;4.0;;;1;360;NL;15200;PROM;CL;0.0;0.0;1.131
2023-01-01;"8230";MARKET DOLAR;F*SEC-270323;"97053000";"2";CL   ;DPC;2023-03-27;1;N-1;35;20400000;PROM;4.8;;;1;360;NL;20254;PROM;CL;0.0;0.0;1.507
2023-01-01;"8230";MARKET DOLAR;F*SEC-090323;"97053000";"2";CL   ;DPC;2023-03-09;1;N-1;35;30498750;PROM;4.75;;;1;360;NL;30355;PROM;CL;0.0;0.0;2.259
2023-01-01;"8230";MARKET DOLAR;F*SEC-200423;"97053000";"2";CL   ;DPC;2023-04-20;1;N-1;35;24555000;PROM;5.55;;;1;360;NL;24263;PROM;CL;0.0;0.0;1.806
2023-01-01;"8230";MARKET DOLAR;F*SEC-250423;"97053000";"2";CL   ;DPC;2023-04-25;1;N-1;35;20381000;PROM;5.4;;;1;360;NL;20130;PROM;CL;0.0;0.0;1.498
2023-01-01;"8230";MARKET DOLAR;F*EST-140223;"97030000";"7";CL   ;DPC;2023-02-14;1;N-1;21;30397500;PROM;5.3;;;1;360;NL;30339;PROM;CL;0.0;0.0;2.258
2023-01-01;"8230";MARKET DOLAR;F*BIC-230223;"97080000";K;CL   ;DPC;2023-02-23;1;N-1;2;759196875;PROM;4.9;;;1;360;NL;7569;PROM;CL;0.0;0.0;0.563
2023-01-01;"8230";MARKET DOLAR;F*EST-280323;"97030000";"7";CL   ;DPC;2023-03-28;1;N-1;21;274843125;PROM;5.25;;;1;360;NL;27266;PROM;CL;0.0;0.0;2.029
2023-01-01;"8230";MARKET DOLAR;F*EST-290323;"97030000";"7";CL   ;DPC;2023-03-29;1;N-1;21;4000000;PROM;5.3;;;1;360;NL;3967;PROM;CL;0.0;0.0;0.295
2023-01-01;"8230";MARKET DOLAR;F*EST-290323;"97030000";"7";CL   ;DPC;2023-03-29;1;N-1;21;8500000;PROM;5.3;;;1;360;NL;8430;PROM;CL;0.0;0.0;0.627
2023-01-01;"8230";MARKET DOLAR;F*EST-300323;"97030000";"7";CL   ;DPC;2023-03-30;1;N-1;21;10000000;PROM;5.5;;;1;360;NL;9914;PROM;CL;0.0;0.0;0.738
2023-01-01;"8230";MARKET DOLAR;F*EST-060323;"97030000";"7";CL   ;DPC;2023-03-06;1;N-1;21;1800000;PROM;5.4;;;1;360;NL;1791;PROM;CL;0.0;0.0;0.133
2023-01-01;"8230";MARKET DOLAR;F*EST-030423;"97030000";"7";CL   ;DPC;2023-04-03;1;N-1;21;10500000;PROM;5.5;;;1;360;NL;10403;PROM;CL;0.0;0.0;0.774
2023-01-01;"8230";MARKET DOLAR;F*SEC-040523;"97053000";"2";CL   ;DPC;2023-05-04;1;N-1;35;15275000;PROM;5.5;;;1;360;NL;15063;PROM;CL;0.0;0.0;1.121
2023-01-01;"8230";MARKET DOLAR;F*EST-050423;"97030000";"7";CL   ;DPC;2023-04-05;1;N-1;21;23304750;PROM;5.3;;;1;360;NL;23091;PROM;CL;0.0;0.0;1.718
2023-01-01;"8230";MARKET DOLAR;F*EST-200223;"97030000";"7";CL   ;DPC;2023-02-20;1;N-1;21;1600000;PROM;4.9;;;1;360;NL;1596;PROM;CL;0.0;0.0;0.119
2023-01-01;"8230";MARKET DOLAR;F*BIC-190423;"97080000";K;CL   ;DPC;2023-04-19;1;N-1;2;759946875;PROM;5.3;;;1;360;NL;7514;PROM;CL;0.0;0.0;0.559
2023-01-01;"8230";MARKET DOLAR;F*EST-210323;"97030000";"7";CL   ;DPC;2023-03-21;1;N-1;21;1000000;PROM;5.2;;;1;360;NL;993;PROM;CL;0.0;0.0;0.074
2023-01-01;"8230";MARKET DOLAR;F*EST-210323;"97030000";"7";CL   ;DPC;2023-03-21;1;N-1;21;2000000;PROM;5.2;;;1;360;NL;1986;PROM;CL;0.0;0.0;0.148
2023-01-01;"8230";MARKET DOLAR;F*BIC-200423;"97080000";K;CL   ;DPC;2023-04-20;1;N-1;2;759946875;PROM;5.3;;;1;360;NL;7513;PROM;CL;0.0;0.0;0.559
2023-01-01;"8230";MARKET DOLAR;F*STD-070223;"97036000";K;CL   ;DPC;2023-02-07;1;N-1;14;39000000;PROM;4.45;;;1;360;NL;38971;PROM;CL;0.0;0.0;2.9
2023-01-01;"8230";MARKET DOLAR;F*CNO-080223;"99500410";"0";CL   ;DPC;2023-02-08;1;N-1;16;1014294444;PROM;4.15;;;1;360;NL;10135;PROM;CL;0.0;0.0;0.754
2023-01-01;"8230";MARKET DOLAR;F*CNO-100223;"99500410";"0";CL   ;DPC;2023-02-10;1;N-1;16;1217486667;PROM;4.3;;;1;360;NL;12162;PROM;CL;0.0;0.0;0.905
2023-01-01;"8230";MARKET DOLAR;F*BNS-080223;"97018000";"1";CL   ;DPC;2023-02-08;1;N-1;32;19903000;PROM;4.65;;;1;360;NL;19885;PROM;CL;0.0;0.0;1.48
2023-01-01;"8230";MARKET DOLAR;F*BNS-220223;"97018000";"1";CL   ;DPC;2023-02-22;1;N-1;32;3042083333;PROM;5.05;;;1;360;NL;30331;PROM;CL;0.0;0.0;2.257
2023-01-01;"8230";MARKET DOLAR;F*CNO-240223;"99500410";"0";CL   ;DPC;2023-02-24;1;N-1;16;2029672222;PROM;5.45;;;1;360;NL;20226;PROM;CL;0.0;0.0;1.505
2023-01-01;"8230";MARKET DOLAR;F*CNO-220223;"99500410";"0";CL   ;DPC;2023-02-22;1;N-1;16;2029066667;PROM;5.45;;;1;360;NL;20226;PROM;CL;0.0;0.0;1.505
2023-01-01;"8230";MARKET DOLAR;F*BCI-290323;"97006000";"6";CL   ;DPC;2023-03-29;1;N-1;13;30000000;PROM;5.2;;;1;360;NL;29759;PROM;CL;0.0;0.0;2.215
2023-01-01;"8230";MARKET DOLAR;F*CNO-110423;"99500410";"0";CL   ;DPC;2023-04-11;1;N-1;16;2040333333;PROM;5.5;;;1;360;NL;20190;PROM;CL;0.0;0.0;1.503
2023-01-01;"8230";MARKET DOLAR;F*BCI-030323;"97006000";"6";CL   ;DPC;2023-03-03;1;N-1;13;25000000;PROM;5.05;;;1;360;NL;24895;PROM;CL;0.0;0.0;1.853
2023-01-01;"8230";MARKET DOLAR;F*CNO-130423;"99500410";"0";CL   ;DPC;2023-04-13;1;N-1;16;1020166667;PROM;5.5;;;1;360;NL;10092;PROM;CL;0.0;0.0;0.751
2023-01-01;"8230";MARKET DOLAR;F*CNO-280323;"99500410";"0";CL   ;DPC;2023-03-28;1;N-1;16;25440000;PROM;5.6;;;1;360;NL;25224;PROM;CL;0.0;0.0;1.877
2023-01-01;"8230";MARKET DOLAR;F*BNS-070223;"97018000";"1";CL   ;DPC;2023-02-07;1;N-1;32;15000000;PROM;4.6;;;1;360;NL;14989;PROM;CL;0.0;0.0;1.115
2023-01-01;"8230";MARKET DOLAR;F*CNO-090323;"99500410";"0";CL   ;DPC;2023-03-09;1;N-1;16;8000000;PROM;5.4;;;1;360;NL;7957;PROM;CL;0.0;0.0;0.592
2023-01-01;"8230";MARKET DOLAR;F*BNS-080223;"97018000";"1";CL   ;DPC;2023-02-08;1;N-1;32;6000;PROM;4.95;;;1;360;NL;6;PROM;CL;0.0;0.0;0.0
2023-01-01;"8230";MARKET DOLAR;F*CNO-080223;"99500410";"0";CL   ;DPC;2023-02-08;1;N-1;16;7000000;PROM;5.4;;;1;360;NL;6993;PROM;CL;0.0;0.0;0.52
2023-01-01;"8230";MARKET DOLAR;F*CNO-180423;"99500410";"0";CL   ;DPC;2023-04-18;1;N-1;16;1526795833;PROM;5.45;;;1;360;NL;15094;PROM;CL;0.0;0.0;1.123
2023-01-01;"8230";MARKET DOLAR;F*BCI-270223;"97006000";"6";CL   ;DPC;2023-02-27;1;N-1;13;3733390444;PROM;5.24;;;1;360;NL;37193;PROM;CL;0.0;0.0;2.768
2023-01-01;"8230";MARKET DOLAR;F*FAL-270423;"96509660";"4";CL   ;DPC;2023-04-27;1;N-1;73;10000000;PROM;5.35;;;1;360;NL;9875;PROM;CL;0.0;0.0;0.735
2023-01-01;"8230";MARKET DOLAR;F*BNS-160223;"97018000";"1";CL   ;DPC;2023-02-16;1;N-1;32;3920000;PROM;5.35;;;1;360;NL;3911;PROM;CL;0.0;0.0;0.291
2023-01-01;"8230";MARKET DOLAR;F*BCI-030223;"97006000";"6";CL   ;DPC;2023-02-03;1;N-1;13;20000000;PROM;4.98;;;1;360;NL;19994;PROM;CL;0.0;0.0;1.488
2023-01-01;"8230";MARKET DOLAR;F*BNS-160223;"97018000";"1";CL   ;DPC;2023-02-16;1;N-1;32;5000000;PROM;5.35;;;1;360;NL;4989;PROM;CL;0.0;0.0;0.371
2023-01-01;"8230";MARKET DOLAR;F*BNS-160223;"97018000";"1";CL   ;DPC;2023-02-16;1;N-1;32;1000000;PROM;5.4;;;1;360;NL;998;PROM;CL;0.0;0.0;0.074
2023-01-01;"8230";MARKET DOLAR;F*BNS-080223;"97018000";"1";CL   ;DPC;2023-02-08;1;N-1;32;5000;PROM;4.8;;;1;360;NL;5;PROM;CL;0.0;0.0;0.0
2023-01-01;"8230";MARKET DOLAR;F*CNO-030523;"99500410";"0";CL   ;DPC;2023-05-03;1;N-1;16;2037333333;PROM;5.6;;;1;360;NL;20089;PROM;CL;0.0;0.0;1.495
2023-01-01;"8230";MARKET DOLAR;F*CNO-080523;"99500410";"0";CL   ;DPC;2023-05-08;1;N-1;16;1528466667;PROM;5.6;;;1;360;NL;15060;PROM;CL;0.0;0.0;1.121
2023-01-01;"8230";MARKET DOLAR;F*BNS-080223;"97018000";"1";CL   ;DPC;2023-02-08;1;N-1;32;1600;PROM;4.8;;;1;360;NL;2;PROM;CL;0.0;0.0;0.0
2023-01-01;"8230";MARKET DOLAR;F*FAL-100523;"96509660";"4";CL   ;DPC;2023-05-10;1;N-1;73;20000000;PROM;5.27;;;1;360;NL;19717;PROM;CL;0.0;0.0;1.467
2023-01-01;"8230";MARKET DOLAR;F*CNO-150523;"99500410";"0";CL   ;DPC;2023-05-15;1;N-1;16;20392000;PROM;5.6;;;1;360;NL;20070;PROM;CL;0.0;0.0;1.494
2023-01-01;"8230";MARKET DOLAR;F*BCI-190523;"97006000";"6";CL   ;DPC;2023-05-19;1;N-1;13;27000000;PROM;5.3;;;1;360;NL;26581;PROM;CL;0.0;0.0;1.978
2023-01-01;"8230";MARKET DOLAR;F*FAL-250523;"96509660";"4";CL   ;DPC;2023-05-25;1;N-1;73;10000000;PROM;5.4;;;1;360;NL;9833;PROM;CL;0.0;0.0;0.732
2023-01-01;"8230";MARKET DOLAR;F*FAL-230523;"96509660";"4";CL   ;DPC;2023-05-23;1;N-1;73;10000000;PROM;5.3;;;1;360;NL;9839;PROM;CL;0.0;0.0;0.732
2023-01-01;"8230";MARKET DOLAR;F*BNS-140223;"97018000";"1";CL   ;DPC;2023-02-14;1;N-1;32;4000000;PROM;5.0;;;1;360;NL;3993;PROM;CL;0.0;0.0;0.297
2023-01-01;"8230";MARKET DOLAR;F*BTG-130223;"76362099";"9";CL   ;DPC;2023-02-13;1;N-1;44;2029583333;PROM;4.26;;;1;360;NL;20267;PROM;CL;0.0;0.001;1.508
2023-01-01;"8230";MARKET DOLAR;F*BNS-220323;"97018000";"1";CL   ;DPC;2023-03-22;1;N-1;32;25475000;PROM;5.7;;;1;360;NL;25279;PROM;CL;0.0;0.0;1.881
2023-01-01;"8230";MARKET DOLAR;F*ITA-090323;"97023000";"9";CL   ;DPC;2023-03-09;1;N-1;76;18262600;PROM;5.2;;;1;360;NL;18168;PROM;CL;0.0;0.0;1.352
2023-01-01;"8230";MARKET DOLAR;F*ITA-080323;"97023000";"9";CL   ;DPC;2023-03-08;1;N-1;76;18260000;PROM;5.2;;;1;360;NL;18168;PROM;CL;0.0;0.0;1.352
2023-01-01;"8230";MARKET DOLAR;F*BNS-040423;"97018000";"1";CL   ;DPC;2023-04-04;1;N-1;32;7133350;PROM;5.4;;;1;360;NL;7068;PROM;CL;0.0;0.0;0.526
2023-01-01;"8230";MARKET DOLAR;F*BNS-310323;"97018000";"1";CL   ;DPC;2023-03-31;1;N-1;32;3055350;PROM;5.4;;;1;360;NL;3029;PROM;CL;0.0;0.0;0.225
2023-01-01;"8230";MARKET DOLAR;F*ITA-310323;"97023000";"9";CL   ;DPC;2023-03-31;1;N-1;76;12208000;PROM;5.2;;;1;360;NL;12107;PROM;CL;0.0;0.0;0.901
2023-01-01;"8230";MARKET DOLAR;F*ITA-200323;"97023000";"9";CL   ;DPC;2023-03-20;1;N-1;76;5067500;PROM;5.4;;;1;360;NL;5032;PROM;CL;0.0;0.0;0.374
2023-01-01;"8230";MARKET DOLAR;F*ITA-210323;"97023000";"9";CL   ;DPC;2023-03-21;1;N-1;76;25337500;PROM;5.4;;;1;360;NL;25156;PROM;CL;0.0;0.0;1.872
2023-01-01;"8230";MARKET DOLAR;F*BTG-230223;"76362099";"9";CL   ;DPC;2023-02-23;1;N-1;44;7500000;PROM;5.25;;;1;360;NL;7476;PROM;CL;0.0;0.0;0.556
2023-01-01;"8230";MARKET DOLAR;F*BTG-240223;"76362099";"9";CL   ;DPC;2023-02-24;1;N-1;44;7500000;PROM;5.25;;;1;360;NL;7475;PROM;CL;0.0;0.0;0.556
2023-01-01;"8230";MARKET DOLAR;F*BTG-020323;"76362099";"9";CL   ;DPC;2023-03-02;1;N-1;44;7570875;PROM;5.4;;;1;360;NL;7538;PROM;CL;0.0;0.0;0.561
2023-01-01;"8230";MARKET DOLAR;F*BTG-030323;"76362099";"9";CL   ;DPC;2023-03-03;1;N-1;44;7572000;PROM;5.4;;;1;360;NL;7538;PROM;CL;0.0;0.0;0.561
2023-01-01;"8230";MARKET DOLAR;F*ITA-080523;"97023000";"9";CL   ;DPC;2023-05-08;1;N-1;76;21000000;PROM;5.3;;;1;360;NL;20707;PROM;CL;0.0;0.0;1.541
2023-01-01;"8230";MARKET DOLAR;F*BNS-160323;"97018000";"1";CL   ;DPC;2023-03-16;1;N-1;32;10092750;PROM;5.3;;;1;360;NL;10029;PROM;CL;0.0;0.0;0.746
2023-01-01;"8230";MARKET DOLAR;F*BNS-150323;"97018000";"1";CL   ;DPC;2023-03-15;1;N-1;32;1009127778;PROM;5.3;;;1;360;NL;10029;PROM;CL;0.0;0.0;0.746
2023-01-01;"8230";MARKET DOLAR;F*BNS-100323;"97018000";"1";CL   ;DPC;2023-03-10;1;N-1;32;2016333333;PROM;5.25;;;1;360;NL;20055;PROM;CL;0.0;0.0;1.492
2023-01-01;"8230";MARKET DOLAR;F*BNS-090323;"97018000";"1";CL   ;DPC;2023-03-09;1;N-1;32;2016041667;PROM;5.25;;;1;360;NL;20055;PROM;CL;0.0;0.0;1.492
2023-01-01;"8230";MARKET DOLAR;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;2016333333;PROM;5.25;;;1;360;NL;20043;PROM;CL;0.0;0.0;1.492
2023-01-01;"8230";MARKET DOLAR;F*BNS-270223;"97018000";"1";CL   ;DPC;2023-02-27;1;N-1;32;2011616667;PROM;5.1;;;1;360;NL;20042;PROM;CL;0.0;0.0;1.492
2023-01-01;"8230";MARKET DOLAR;F*BNS-180423;"97018000";"1";CL   ;DPC;2023-04-18;1;N-1;32;14189000;PROM;5.4;;;1;360;NL;14029;PROM;CL;0.0;0.0;1.044
2023-01-01;"8230";MARKET DOLAR;F*BNS-200323;"97018000";"1";CL   ;DPC;2023-03-20;1;N-1;32;1412454167;PROM;5.25;;;1;360;NL;14028;PROM;CL;0.0;0.0;1.044
2023-01-01;"8230";MARKET DOLAR;F*ITA-240423;"97023000";"9";CL   ;DPC;2023-04-24;1;N-1;76;15198750;PROM;5.3;;;1;360;NL;15017;PROM;CL;0.0;0.0;1.118
2023-01-01;"8238";MONEY MARKET DOLAR;F*BCI-070323;"97006000";"6";CL   ;DPC;2023-03-07;1;N-1;13;10000000;PROM;5.25;;;1;365;NC;9951;PROM;CL;0.0;0.0;6.775
2023-01-01;"8238";MONEY MARKET DOLAR;F*BCI-160223;"97006000";"6";CL   ;DPC;2023-02-16;1;N-1;13;2022005;PROM;4.99;;;1;365;NC;20;PROM;CL;0.0;0.0;0.014
2023-01-01;"8238";MONEY MARKET DOLAR;F*BCI-310323;"97006000";"6";CL   ;DPC;2023-03-31;1;N-1;13;806693333;PROM;5.02;;;1;365;NC;8002;PROM;CL;0.0;0.0;5.448
2023-01-01;"8238";MONEY MARKET DOLAR;F*BIC-010323;"97080000";K;CL   ;DPC;2023-03-01;1;N-1;2;759196875;PROM;4.9;;;1;365;NC;7563;PROM;CL;0.0;0.0;5.149
2023-01-01;"8238";MONEY MARKET DOLAR;F*BIC-200323;"97080000";K;CL   ;DPC;2023-03-20;1;N-1;2;504208333;PROM;5.05;;;1;365;NC;5009;PROM;CL;0.0;0.0;3.41
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;5000000;PROM;5.0;;;1;365;NC;4972;PROM;CL;0.0;0.0;3.385
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-160223;"97018000";"1";CL   ;DPC;2023-02-16;1;N-1;32;855815651;PROM;5.35;;;1;365;NC;8539;PROM;CL;0.0;0.0;5.814
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-170323;"97018000";"1";CL   ;DPC;2023-03-17;1;N-1;32;4500000;PROM;5.25;;;1;365;NC;4471;PROM;CL;0.0;0.0;3.044
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-190423;"97018000";"1";CL   ;DPC;2023-04-19;1;N-1;32;4000000;PROM;5.4;;;1;365;NC;3954;PROM;CL;0.0;0.0;2.692
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-200323;"97018000";"1";CL   ;DPC;2023-03-20;1;N-1;32;4000000;PROM;5.2;;;1;365;NC;3973;PROM;CL;0.0;0.0;2.705
2023-01-01;"8238";MONEY MARKET DOLAR;F*BNS-220323;"97018000";"1";CL   ;DPC;2023-03-22;1;N-1;32;5000000;PROM;5.25;;;1;365;NC;4965;PROM;CL;0.0;0.0;3.38
2023-01-01;"8238";MONEY MARKET DOLAR;F*BTG-060323;"76362099";"9";CL   ;DPC;2023-03-06;1;N-1;44;8000000;PROM;5.25;;;1;365;NC;7962;PROM;CL;0.0;0.0;5.421
2023-01-01;"8238";MONEY MARKET DOLAR;F*BTG-280323;"76362099";"9";CL   ;DPC;2023-03-28;1;N-1;44;5000000;PROM;5.0;;;1;365;NC;4962;PROM;CL;0.0;0.0;3.378
2023-01-01;"8238";MONEY MARKET DOLAR;F*CNO-010223;"99500410";"0";CL   ;DPC;2023-02-01;1;N-1;16;10000000;PROM;4.31;;;1;365;NC;10000;PROM;CL;0.0;0.0;6.808
2023-01-01;"8238";MONEY MARKET DOLAR;F*CNO-180523;"99500410";"0";CL   ;DPC;2023-05-18;1;N-1;16;5000000;PROM;5.8;;;1;365;NC;4916;PROM;CL;0.0;0.0;3.347
2023-01-01;"8238";MONEY MARKET DOLAR;F*EST-060223;"97030000";"7";CL   ;DPC;2023-02-06;1;N-1;21;2000000;PROM;4.8;;;1;365;NC;1999;PROM;CL;0.0;0.0;1.361
2023-01-01;"8238";MONEY MARKET DOLAR;F*EST-070223;"97030000";"7";CL   ;DPC;2023-02-07;1;N-1;21;6000000;PROM;4.8;;;1;365;NC;5995;PROM;CL;0.0;0.0;4.082
2023-01-01;"8238";MONEY MARKET DOLAR;F*EST-090223;"97030000";"7";CL   ;DPC;2023-02-09;1;N-1;21;2100000;PROM;4.8;;;1;365;NC;2098;PROM;CL;0.0;0.0;1.428
2023-01-01;"8238";MONEY MARKET DOLAR;F*EST-150223;"97030000";"7";CL   ;DPC;2023-02-15;1;N-1;21;9000000;PROM;5.0;;;1;365;NC;8983;PROM;CL;0.0;0.0;6.116
2023-01-01;"8238";MONEY MARKET DOLAR;F*EST-170223;"97030000";"7";CL   ;DPC;2023-02-17;1;N-1;21;5000000;PROM;4.9;;;1;365;NC;4989;PROM;CL;0.0;0.0;3.397
2023-01-01;"8238";MONEY MARKET DOLAR;F*HSB-010223;"97951000";"4";CL   ;DPC;2023-02-01;1;N-1;0;8000000;PROM;4.4;;;1;365;NC;8000;PROM;CL;0.0;0.0;5.447
2023-01-01;"8238";MONEY MARKET DOLAR;F*HSB-230323;"97951000";"4";CL   ;DPC;2023-03-23;1;N-1;0;10000000;PROM;5.2;;;1;365;NC;9928;PROM;CL;0.0;0.0;6.759
2023-01-01;"8238";MONEY MARKET DOLAR;F*COR-060223;"97023000";"9";CL   ;DPC;2023-02-06;1;N-1;76;100000;PROM;5.0;;;1;365;NC;100;PROM;CL;0.0;0.0;0.068
2023-01-01;"8238";MONEY MARKET DOLAR;F*COR-310323;"97023000";"9";CL   ;DPC;2023-03-31;1;N-1;76;600000;PROM;4.7;;;1;365;NC;595;PROM;CL;0.0;0.0;0.405
2023-01-01;"8238";MONEY MARKET DOLAR;S*TANN160223;"96667560";"8";CL   ;PE;2023-02-16;1;N-1;119;500000;PROM;6.0;;;1;365;NC;499;PROM;CL;0.0;0.0;0.34
2023-01-01;"8238";MONEY MARKET DOLAR;S*TANN160223;"96667560";"8";CL   ;PE;2023-02-16;1;N-1;119;2000000;PROM;6.1;;;1;365;NC;1995;PROM;CL;0.0;0.0;1.358
2023-01-01;"8238";MONEY MARKET DOLAR;S*TANN160223;"96667560";"8";CL   ;PE;2023-02-16;1;N-1;119;2000000;PROM;6.0;;;1;365;NC;1995;PROM;CL;0.0;0.0;1.358
2023-01-01;"8238";MONEY MARKET DOLAR;S*TANN180523;"96667560";"8";CL   ;PE;2023-05-18;1;N-1;119;1000000;PROM;7.5;;;1;365;NC;978;PROM;CL;0.0;0.0;0.666
2023-01-01;"8238";MONEY MARKET DOLAR;S*TANN180523;"96667560";"8";CL   ;PE;2023-05-18;1;N-1;119;4000000;PROM;7.6;;;1;365;NC;3912;PROM;CL;0.0;0.0;2.664
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140223;"97018000";"1";CL   ;DPC;2023-02-14;1;N-1;32;9000000;PROM;4.73;;;1;360;RL;8985;PROM;CL;0.0;0.0;0.522
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140223;"97018000";"1";CL   ;DPC;2023-02-14;1;N-1;32;1000000;PROM;5.0;;;1;360;RL;998;PROM;CL;0.0;0.0;0.058
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;66758125;PROM;5.35;;;1;360;RL;6635;PROM;CL;0.0;0.0;0.386
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;365000;PROM;5.0;;;1;360;RL;363;PROM;CL;0.0;0.0;0.021
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;8200000;PROM;5.3;;;1;360;RL;8151;PROM;CL;0.0;0.0;0.474
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;15000;PROM;5.0;;;1;360;RL;15;PROM;CL;0.0;0.0;0.001
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-140323;"97018000";"1";CL   ;DPC;2023-03-14;1;N-1;32;5000;PROM;4.8;;;1;360;RL;5;PROM;CL;0.0;0.0;0.0
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-230223;"97018000";"1";CL   ;DPC;2023-02-23;1;N-1;32;2028055556;PROM;5.05;;;1;360;RL;20218;PROM;CL;0.0;0.0;1.175
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-240223;"97018000";"1";CL   ;DPC;2023-02-24;1;N-1;32;30429250;PROM;5.05;;;1;360;RL;30331;PROM;CL;0.0;0.0;1.763
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-260423;"97018000";"1";CL   ;DPC;2023-04-26;1;N-1;32;10000000;PROM;5.4;;;1;360;RL;9876;PROM;CL;0.0;0.0;0.574
2023-01-01;"8248";CORPORATE DOLLAR ;F*BNS-270223;"97018000";"1";CL   ;DPC;2023-02-27;1;N-1;32;1005666667;PROM;5.1;;;1;360;RL;10020;PROM;CL;0.0;0.0;0.582
2023-01-01;"8248";CORPORATE DOLLAR ;F*BTG-200323;"76362099";"9";CL   ;DPC;2023-03-20;1;N-1;44;175000;PROM;4.9;;;1;360;RL;174;PROM;CL;0.0;0.0;0.01
2023-01-01;"8248";CORPORATE DOLLAR ;F*BTG-200323;"76362099";"9";CL   ;DPC;2023-03-20;1;N-1;44;3600000;PROM;5.2;;;1;360;RL;3576;PROM;CL;0.0;0.0;0.208
2023-01-01;"8248";CORPORATE DOLLAR ;F*BTG-200323;"76362099";"9";CL   ;DPC;2023-03-20;1;N-1;44;14525000;PROM;5.0;;;1;360;RL;14431;PROM;CL;0.0;0.0;0.839
2023-01-01;"8248";CORPORATE DOLLAR ;F*CCB-010223;"59203500";"6";CL   ;DPC;2023-02-01;1;N-1;0;10000000;PROM;4.0;;;1;360;RL;10000;PROM;CL;0.0;0.003;0.581
2023-01-01;"8248";CORPORATE DOLLAR ;F*CCB-060223;"59203500";"6";CL   ;DPC;2023-02-06;1;N-1;0;625000;PROM;4.7;;;1;360;RL;625;PROM;CL;0.0;0.0;0.036
2023-01-01;"8248";CORPORATE DOLLAR ;F*CCB-060223;"59203500";"6";CL   ;DPC;2023-02-06;1;N-1;0;9375000;PROM;4.6;;;1;360;RL;9369;PROM;CL;0.0;0.002;0.545
2023-01-01;"8248";CORPORATE DOLLAR ;F*CCB-160323;"59203500";"6";CL   ;DPC;2023-03-16;1;N-1;0;10000000;PROM;5.0;;;1;360;RL;9941;PROM;CL;0.0;0.003;0.578
